Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
75985,7,8,4.31,42249,1754770.59,"7815 Burns Skyway Suite 637
Melissaborough, TX 51087-6056"
82145,7,7,4.23,25736,1340066.913,"885 Veronica Stravenue
Wilsonland, FM 77249-8036"
69017,6,6,3.11,55831,1446756.863,"42822 Billy Lights
Tranchester, TX 45052"
75429,7,8,5.48,36769,1592768.242,"39474 Steven Fort Apt. 881
Kristaport, OR 79397-4419"
69514,4,8,6.08,14054,660364.9813,"030 Jason Coves Apt. 387
Lake Christophershire, CA 88567"
57782,5,6,2.46,33427,861321.5807,"Unit 2107 Box 1980
DPO AA 76733"
74372,7,8,6.35,34322,1648246.774,"111 Wilson Cape Suite 484
Hernandezton, VI 53808"
63522,6,7,2.04,31996,977135.8857,"720 Vasquez Crest
Roberthaven, OK 57313"
61194,8,9,3.21,33196,1591934.19,"518 Gilmore Stream Suite 013
Lake Donald, ND 18581"
60317,4,6,4.12,33832,695386.331,"126 Kim Mount Apt. 763
Mariemouth, TN 60875"
58470,5,5,2.26,33548,568977.0728,"43340 Thomas Mission Suite 671
Longport, VT 28226"
75180,5,7,5.13,23978,935590.8043,"38138 Carter Shores
Lake Felicia, OK 96739-7550"
56187,4,9,5.2,41856,984311.7745,"569 Jeremy Orchard
New Randy, RI 27359-4665"
73225,6,7,2.3,61831,1796245.808,"81623 Jenna Brook
Davidfort, PR 76020"
74339,5,5,4.07,18057,720080.2321,"6548 Christopher Pike
West Adammouth, NJ 07199"
52188,6,6,4.03,42496,783808.4025,"56449 Walters Forks
Port Juliaburgh, DE 80081"
83311,7,8,3.16,30386,1598615.974,"2172 Jensen Lodge
Porterport, NJ 82686-8071"
72289,7,8,5.11,39147,1564125.238,"20276 Kelsey Plains Apt. 162
New Angiefort, DE 15768-7899"
54866,7,7,3.46,35193,929480.6299,"193 Green Causeway Suite 635
Sotoburgh, NJ 15816-5656"
85760,5,9,6.22,25898,1414495.343,"222 Kevin Walks
North Robertoton, FL 87877"
59453,6,7,6.08,29698,837668.1026,"809 May Mills
Yoderburgh, NH 42375-8927"
69879,7,6,4.02,26814,1197515.454,"48635 Burch Pine
Lake Ellen, KY 06268"
59243,7,7,4.26,51405,1232004.83,"63891 Rebecca Stravenue Suite 746
East Vincentland, NV 30237"
57853,7,7,4.36,47688,1285933.408,"507 Dorsey Harbor Suite 445
North Jacobbury, ID 07463"
66643,6,8,4.41,30971,1361521.983,"475 Robert Road Apt. 547
Charlotteburgh, CO 82148-4460"
69248,6,6,2.21,35990,1090826.374,"1249 Rodriguez Skyway
East Laura, UT 81039"
75130,6,7,3.37,41620,1475319.699,"9699 Gilbert Trail
Port Marymouth, VT 17881"
76210,7,5,4.22,22722,1066659.383,"3283 Wu Greens
West Michelleton, AS 48620"
69342,6,8,3.43,21642,1117432.98,"814 King Fords
Ortizton, WY 09795"
77631,7,7,2.29,31740,1420283.559,"003 Steven Port Apt. 012
North Michaelbury, UT 27451-2671"
68929,8,7,3.24,173,840272.8649,"178 John Fork Apt. 779
East James, VT 90132"
70991,6,5,2.46,30904,1024907.94,"USNS Fuentes
FPO AE 40375"
55861,8,9,5.12,40335,1494241.226,"4458 Cabrera Plains Apt. 502
Mezamouth, MP 58250"
56381,6,7,4.37,43994,1125880.487,"3167 George Knolls Apt. 993
East Loriside, DC 16819-7638"
64306,5,8,4.28,30762,1082455.018,"74367 Howard Cliff
Antoniotown, CO 92048"
76548,7,7,3.08,40565,1554634.995,"9453 Kirk Summit Apt. 368
North Lukechester, PA 24710"
57102,5,8,6.09,41104,1011365.365,"7958 Mills Lock Apt. 983
Brandonville, DE 25191-2184"
76193,7,7,6.33,21246,1432756.517,"22588 Brian Forge Suite 588
South Michelleside, NE 62469-4467"
79586,6,8,4.32,31773,1612717.553,"53578 Rachel Estate Suite 891
Daviesstad, MH 60772"
70760,6,5,4.2,25982,973299.8618,"1981 Green Fall Suite 828
West Kimberlyburgh, RI 99528"
76907,5,6,4.21,21658,679228.9927,"433 Patterson Parkways
East Ryan, RI 32244-3823"
64745,6,8,6.03,28880,1270999.939,"90703 Isaac Path Apt. 296
Lake Leonard, SC 34290-2341"
51976,5,7,4.42,36360,910211.0189,"258 Joshua Village Apt. 843
Jamesborough, HI 72801-0033"
61253,5,7,4.43,40890,1026271.796,"3505 Smith Spring
Lake Ashleyville, WY 32703-3550"
58841,8,7,4.05,39555,1496729.536,"78312 Martin Terrace Suite 957
New Kimberly, ND 49455"
79113,6,8,5.27,33772,1490539.058,"8923 Theresa Corner
New Annefort, KS 04537"
76056,6,8,5.4,28471,1491838.494,"648 Mark Green
New Aaronberg, MD 57319-9128"
52400,7,9,3.11,18092,996771.2482,"4118 Gallagher Cliff Suite 158
Lake Alejandrochester, MO 76400-5583"
77552,6,5,2.03,35834,1064854.309,"23662 Tiffany Oval Apt. 301
Stephanieburgh, NM 67091-0155"
64161,6,7,4.05,32339,985749.7874,"6049 Jacqueline Centers
Elizabethberg, WA 74545"
71167,7,9,4.35,35175,1952622.402,"51952 Nelson Radial Apt. 701
West Joshuafort, ID 09690-7341"
84964,7,6,3.02,40447,1754969.162,"758 Chen Ramp
North Angela, IL 06000"
59713,6,7,3.23,42602,1122240.364,"USNS Webb
FPO AP 49097"
77734,6,6,3.23,32075,1236931.728,"672 Larson Ramp
Robertside, NC 16903"
85707,4,6,4.47,10424,966084.4204,"052 Robin Ridges Apt. 575
West Shelbyshire, MN 47834"
70280,5,5,4.4,39663,852268.6717,"Unit 0180 Box 6419
DPO AP 42418-5393"
69331,7,6,2,30098,1280669.873,"3556 John Mountains Suite 339
West Michael, KS 02710"
72989,6,6,3.36,50567,1190213.513,"6925 Sherry Run
Mcdonaldville, VT 76937"
65698,6,7,4.2,28742,1123851.141,"5916 Wendy Lake Apt. 451
Lake Julieborough, FL 94486"
76245,8,8,3.12,32016,1689120.427,"7683 Susan Circles
Jimenezview, ID 13223-8250"
53547,7,8,3.49,45504,1573347.788,"7336 Joyce Street
Ryanberg, OH 51245"
73643,7,8,3.34,43152,1696977.663,"127 Sharp Well
North Bernardbury, IA 84600"
84774,7,5,2.27,32384,1414286.724,"Unit 1747 Box 4835
DPO AE 80269"
58141,5,7,2.27,49338,755292.1144,"420 Miller Green Apt. 769
Amyview, NH 15629-9831"
61881,6,6,2.31,21397,714706.4289,"499 Mcintosh Parks
Alexandraport, MN 57727"
75312,5,7,4.09,9488,944001.5583,"004 Susan Lights Apt. 864
Ericstad, SD 18478"
81329,6,7,3.01,31232,1523136.485,"38412 George Forge Apt. 680
West Erika, MO 03932-3322"
77931,7,7,3.33,23183,1422916.811,"8073 Miles Shores Apt. 760
Garciamouth, AK 75136"
84603,7,7,6.11,39683,1945618.658,"1391 Kimberly Port
Smithhaven, WA 19630"
72445,5,7,2.48,69554,1726719.067,"2763 Victoria Pine Apt. 066
West Stephanie, OH 49110-6029"
57497,7,8,5.17,43204,1051123.833,"06882 Snyder Lake Suite 677
East Tracy, VT 49709-4496"
87266,8,7,5,45161,2249122.541,"03567 Scott Fork
West Lisahaven, ND 55466-3035"
62432,7,9,4.48,44116,1523915.145,"9249 Robert Cliffs
New Susan, AR 48038"
72107,5,7,3,29981,1039517.534,"Unit 5105 Box 8178
DPO AP 03939"
55577,7,7,3.47,19560,818057.8953,"931 Bradley Locks Apt. 730
Justinborough, KY 10998-7603"
62328,5,7,4.43,43364,1115466.585,"7909 Freeman Plains Suite 223
Griffithside, OR 90674"
73931,6,7,2.46,29569,1258178.804,"4901 Michelle Estate Suite 734
New Aimeemouth, MH 31261"
63429,6,8,3.31,37999,1435423.708,"Unit 1395 Box 3341
DPO AE 13371-5663"
73424,6,6,3.49,34712,1153470.44,"0831 Kathleen Mill
North Connieside, TN 84541-4719"
75176,9,5,2.07,22367,1425603.495,"9491 Parrish Springs Suite 070
Staceybury, OK 75939"
56636,6,8,4.5,28139,1048350.692,"631 Jessica Throughway Suite 879
Elizabethfort, OR 35556-5686"
67666,6,6,3.41,24758,1214482.379,"3632 Lacey Course Suite 840
Kelseyview, WY 57348-0308"
65987,5,7,2.15,24057,821859.0657,"559 David Mall Apt. 334
Port Mark, MA 66518-9630"
54274,6,7,4.44,24233,753652.2718,"59380 Jordan Forge Suite 680
South Angela, OH 93823-2369"
75548,4,7,6.12,40043,1220001.334,"914 Harry Bypass
Mccannborough, FL 87366"
70151,7,8,5.41,15255,1075675.108,"USNV Williams
FPO AA 55365-5477"
74449,6,7,3.1,24838,1396082.352,"408 Davis Lakes
Arianaton, TN 06641"
66920,8,7,6.03,18868,1137801.933,"91853 Ford Drive
Princechester, PW 94622-8419"
68474,6,6,2.19,43147,1159953.593,"196 Brian Village Suite 689
Christensenland, NV 93801-8912"
76113,6,8,5.07,26482,1487849.876,"8231 Douglas Pines
Michaelbury, IN 40415"
61212,6,6,3.5,32046,1103072.439,"08136 Sparks Common Suite 382
West Rachaelville, MH 17135-7024"
59769,6,7,3.48,26203,897291.1153,"637 Jesse Mountain
South Amanda, ME 03675-4416"
78848,6,7,3.26,20654,1214320.574,"530 Anderson Mill Apt. 727
South Brendaborough, OR 37626"
75735,6,8,5.28,37268,1364363.375,"7874 Reynolds Road
Rileystad, WY 26189"
77847,5,7,3.21,30232,1249092.928,"USNS Beard
FPO AP 37680-7514"
56231,5,5,2.47,52657,946479.2349,"427 Melendez Court Suite 745
South Misty, PW 59633-0548"
89163,5,6,2.27,44016,1659805.184,"24016 Smith Crossroad
West Sherryburgh, NV 03282"
62377,6,7,4.46,39076,1285399.565,"7508 Alyssa Mission
Mccartytown, AL 15250-4289"
68864,6,5,4.17,29802,898281.9025,"9596 Martinez Parks Apt. 781
North Larryborough, AR 08957"
82441,6,7,5.04,27546,1483848.169,"55087 Debbie Place Suite 789
Sarahburgh, WY 35157-7341"
60949,7,6,2.36,39754,1353488.416,"366 Nancy Lock Suite 459
Grantland, FM 70532"
69730,6,7,5.11,31720,1268703.811,"029 Smith Plains
Lindseyville, NV 06256-8392"
75492,6,7,6.14,26014,1448573.845,"USS Walker
FPO AP 95931-9404"
80648,6,6,3.49,35092,1343605.8,"998 Munoz Terrace Suite 265
Jacobstad, ND 61608"
84037,8,6,4.21,32767,1511537.745,"PSC 5629, Box 1683
APO AA 30380-2875"
76590,6,8,3.31,40643,1662038.759,"55849 Jenkins Walks Apt. 940
Benderview, KS 44342"
63534,6,8,3.23,38129,1166673.195,"85930 Gardner Underpass Apt. 339
North Mandytown, VT 93457"
67270,6,7,6.39,41780,1375633.373,"31512 Karina Street
Lake Aaron, UT 10919"
50887,4,7,4.16,47731,839638.461,"93436 Robin Greens
Combsside, KY 24257-6372"
80597,6,8,3.1,34488,1638265.395,"2608 Penny Stream Suite 360
New Brettport, WI 37004-4215"
66041,6,8,5.15,40164,1385400.456,"1993 Gibson Freeway
Lake Michael, WI 24423"
81316,4,7,3.36,35590,1153233.241,"54406 Matthew Ramp
Travisshire, MI 61690-5478"
67877,5,8,5.28,43301,1370178.474,"8077 David Isle Suite 263
Rodneyborough, NJ 18874-5386"
69307,6,7,2.02,36851,1181877.183,"9573 Tina Rest Apt. 034
Simstown, AR 51547"
61201,5,6,4.23,42790,894251.0686,"45153 Salas Hollow Apt. 148
West Erica, SD 93725"
70619,6,8,5.15,37866,1421135.815,"15057 Larsen Locks
Mcmahonview, SC 51585-5774"
69911,6,6,4.04,38441,1028964.474,"08194 Shelby Overpass
Gravesfurt, VT 41650-3581"
64889,4,8,3.2,25905,923508.1257,"9324 Miller Throughway Apt. 765
Millsside, PA 86470-2619"
69900,6,8,6.34,32679,1599634.465,"00985 Michael Fields Suite 034
Wandahaven, CO 62328"
79045,6,8,5.26,24722,1369186.07,"96627 Trujillo Via Apt. 159
Connorville, DC 88114-9490"
76460,7,7,4.16,46851,1748782.809,"0091 Park Junction
Port Leslie, AZ 49290"
58308,6,8,4.07,25509,1150877.735,"478 Charles Trail
West Christopher, NH 85839"
56679,5,9,5.49,40785,1110598.755,"361 Stephen Burgs
North Michaelview, AL 42767"
58823,6,7,4.21,38683,1159207.085,"278 Mccormick Brooks
New Margaretland, NC 90315-1115"
80836,6,7,3.02,49864,1811377.221,"81773 Hunter Ridges Suite 347
New Annstad, AK 53180-3670"
67710,6,8,4.18,25222,1267443.398,"566 Eric Ford
Jasonmouth, CO 83797-1879"
70028,7,5,3.22,40513,1352547.693,"69659 Owens Path Apt. 651
North Michael, FM 93545"
36100,6,5,2.29,44902,599504.0193,"842 Duane Brook Apt. 380
Monicaview, AR 01639-3032"
67217,5,6,4.19,24000,717213.2688,"0302 Laurie Curve
Johnnyfurt, SC 53321-7866"
63657,6,6,3.43,36392,1008712.575,"0022 Young Rest
Lake Kevin, CA 25438-1821"
71468,5,5,3.25,36378,1071596.112,"7235 Tammy Islands
Dawnfort, NM 54549"
62990,7,7,4.46,36913,1397341.856,"668 Holloway Garden Apt. 481
Richardberg, UT 70614-3350"
69327,6,7,6.45,31055,1313304.588,"778 Gomez Centers
South Meagan, DE 82655-5020"
94902,6,8,3.01,41662,2106510.863,"2055 Rodriguez Light Suite 472
South Davidview, TX 70637"
79579,5,7,3.44,31756,1306458.906,"Unit 4693 Box 5974
DPO AP 07885-8587"
73756,5,6,3.29,59485,1354928.95,"PSC 3969, Box 0709
APO AE 18919-6165"
65874,7,9,4.49,39786,1582765.592,"25551 Barrera Roads
New Teresa, MI 82737-9223"
52934,6,6,3.44,46521,847155.0413,"12129 Felicia Ville Apt. 850
West Jessica, MS 20172"
82831,6,7,4.13,32027,1342245.969,"363 Frank Stream Apt. 529
East Lucasmouth, KS 62133-6540"
73931,5,8,4.16,42702,1363086.905,"6182 Hannah Locks Apt. 664
Emilyside, PA 31748"
58557,5,7,6.4,54167,1275318.562,"8947 Allen Stravenue Suite 234
East Alexandraburgh, NM 55053-2423"
51718,8,7,3.11,49639,1285923.734,"855 Carol Burgs
Frazierchester, MS 46812-0037"
69808,7,7,3.38,51453,1789607.526,"595 Daniel Manors
Jamesstad, CO 07651"
79628,5,6,2.15,31639,1196064.33,"73634 Mcintyre Pass
Tammyside, AL 76708-8615"
97112,6,6,3.1,51470,1917583.999,"35841 Christine Shore
Wallmouth, NC 98956-5357"
74354,7,6,4.39,30091,1370274.387,"59942 David Brook Suite 114
East John, DC 09236-7627"
72481,6,8,3.07,45160,1677204.246,"817 Barbara Ville Apt. 469
Port Mary, CT 03068"
73093,6,6,2.37,41796,1439714.281,"514 Martin Ford
Smithmouth, OR 69870"
51993,7,7,3.32,21760,1012262.712,"073 Martinez Neck Suite 992
North Sara, MA 27515"
66484,5,9,3.37,51712,1511743.129,"5035 Daniel Port Suite 074
Port Jordanbury, SC 46334-0480"
81182,5,7,4.42,34141,1131154.518,"9758 James Stream
Port Bryanview, ID 99846-0784"
79104,4,7,4.47,25768,764860.4627,"247 Betty Mall Suite 117
North Samantha, DE 69390"
75070,7,6,2.29,44683,1681316.362,"138 Coleman Parks
West Travis, PW 22854"
44689,5,6,3.17,25121,291724.2456,"5460 Shawna Throughway
Lake Jermaine, MS 94725"
73726,4,7,3.13,28667,1013252.209,"9222 Gross Cove
Lake Davidshire, CT 71099"
64039,4,8,4.28,54131,1194709.628,"32536 Brown Square Apt. 331
Thomastown, AK 08587-4493"
69897,6,8,4.25,38181,1463003.056,"99806 Darren Mount Suite 505
Dawnborough, NH 07786-7190"
73723,7,9,6.5,24723,1453327.916,"Unit 5439 Box 2269
DPO AE 18066-3647"
79997,6,7,3.2,28068,1291506.386,"988 Moore Underpass Suite 690
New Elizabethburgh, AZ 76937-4021"
61539,7,7,6.29,51154,1625508.013,"4078 Christine Passage Apt. 095
South Ethanland, WA 16373"
47065,6,7,5.49,24126,566896.2123,"006 Miller Orchard Suite 211
Port Louis, WY 09440"
82382,5,8,4.14,36655,1468513.244,"06207 Dean Parkways Suite 455
Lake Haileyfort, MI 73004"
80857,5,9,3.12,44385,1573105.981,"7652 Nicole Extension Suite 206
Lake Angela, KY 89831-0175"
60894,4,8,5.18,49077,968360.5234,"2220 Sullivan Shoal Apt. 664
New Gabriel, UT 12666-0446"
66356,7,7,3.19,38023,1309985.887,"8220 Cindy Land
Brownland, MA 40384"
78438,7,5,4.26,35220,1361219.3,"653 Amy Ports Suite 817
Lake Calebstad, TX 33969-7942"
61216,7,9,6.14,36495,1465120.47,"4542 Sanchez Stream
New Steven, IN 42368-9011"
64908,7,8,5.4,46677,1571464.965,"4037 Wolfe Mount
Alexanderburgh, TN 66040-2962"
80009,5,9,5.41,45890,1629098.182,"40592 Joanne Meadow
Lake Ericshire, MS 82383-5094"
71356,5,7,5.18,36998,1182335.68,"20215 Chase Groves
New Frank, IA 76417-4251"
72433,6,6,3.2,35039,1010813.709,"553 Debra Corner Apt. 716
North Douglasland, OR 61608-7223"
67284,5,6,3.3,24943,924728.5374,"62937 Katherine Roads Suite 190
New Richardmouth, ID 32823"
62653,7,8,3.28,41468,1382110.278,"882 Carrie Drives Suite 866
Heidihaven, VT 22098"
63969,6,9,3.32,27405,1366727.663,"9111 Amy Landing
Port Andrewbury, PA 60420"
74234,6,7,4.02,32876,1297849.764,"495 Weaver Skyway
Jenniferport, OR 77808-5741"
59729,8,7,6.47,31202,1196687.687,"43128 Kevin Lane Suite 880
Lake Brookeborough, MI 16269-0938"
81132,6,7,4.12,32312,1281113.315,"57811 Crystal Road Apt. 465
New Courtney, MS 95601"
68501,6,7,5.36,51747,1530729.578,"03124 Jessica Prairie
Lake Edward, DC 65069-7385"
55050,7,7,6.2,29424,1208664.863,"06369 Amanda Way
Lake Thomaschester, MP 71633-2350"
76840,6,7,5.2,29860,1417275.667,"71104 Cross Path
Sandramouth, NY 69229"
63429,5,7,6.13,42997,1195601.962,"605 Collins Islands
North Elizabeth, TN 76959"
90592,8,10,5.19,37224,2469065.594,"USNS Vargas
FPO AE 56319-6904"
56685,7,8,3.38,43322,1223100.542,"8584 Darrell Groves
Bennettberg, SD 72404-6826"
69231,6,5,2.27,43072,1220276.551,"7200 Tammy Place Apt. 727
Morenoland, DE 51392"
68917,7,6,3.09,42745,1311765.141,"93435 Grace Oval
Pamelaland, NE 21006-4512"
60509,7,9,6.29,28410,1198313.598,"PSC 4610, Box 2354
APO AP 02895-8370"
85719,5,6,3.19,32058,1187609.122,"812 Munoz Fords Apt. 233
New Kelly, IA 54531"
62134,7,7,2.2,32157,1399662.584,"7892 Ross Garden
South Keith, NC 32349"
73435,6,9,4.23,36240,1597776.771,"606 Mejia Land Apt. 238
Brittanyside, NY 78170-7389"
55613,8,7,4.22,42259,1355022.283,"31143 Wendy Overpass Suite 905
Robinsonmouth, NY 94261-0324"
70880,7,8,5.47,22432,1137059.188,"2430 Samuel Stravenue
Port Williamtown, NM 37798-8316"
67461,5,8,3.04,34573,1053815.097,"09328 Jacqueline Roads
Andersonport, VT 62322"
84440,4,8,4.48,19835,1242421.532,"125 Jesse Spring
New Benjaminberg, NY 16741"
67802,6,8,3.11,36130,1222041.016,"359 Davidson Ports Apt. 177
Andreaport, MD 43672"
62685,6,7,2.17,42019,1025461.134,"7708 Hays Spurs Suite 994
Port Jasonport, TX 65571-9046"
71392,4,8,4.26,36010,859427.9793,"67217 Andrew Bypass
East Jonathan, KS 49221-7797"
59051,6,7,5.01,37741,1279803.95,"329 Lee Mountains Apt. 592
West James, NJ 36320-9547"
87896,8,6,4.13,23876,1671669.452,"76805 Soto Avenue
Masonburgh, PW 85098-2368"
70276,7,7,3.08,26630,1525601.791,"PSC 4275, Box 9478
APO AP 64444-8885"
72640,4,8,4.27,31471,998773.9973,"6484 Kayla Mall
West Isaacburgh, MO 37193-8366"
62894,7,7,4.22,20317,1012321.574,"0551 Crystal Trafficway Apt. 141
Richardhaven, MT 91357"
50846,5,8,3.12,45357,1252419.196,"9627 Maria Forks Suite 794
Davisberg, NE 50806-5808"
78688,6,7,6.39,47812,1869313.107,"72754 Nguyen Extension Apt. 174
Woodland, PR 57096"
76397,8,7,3.23,45281,1800685.922,"0155 Julie Club
Andrewberg, KS 37344"
62163,6,7,6.43,47747,1393100.423,"71010 Parker Mountain Apt. 263
Carterburgh, GU 54230-0036"
75091,6,6,4.29,39457,1166558.374,"9282 Campbell Glen
East Patricia, MO 95742"
61801,5,7,5.49,36327,988175.0074,"8863 Christine Extensions
Port Suechester, MN 59441"
77430,7,7,4.41,30108,1540480.613,"76135 Shannon View Apt. 267
New Michaelland, PA 52372"
74389,4,6,3.05,33763,866142.1839,"52319 Derek Ports
Buckleyton, AL 80725"
62567,5,6,2.41,29366,557362.2043,"260 Samantha Mountains
Charlesbury, NH 59219"
68895,6,7,4.47,28852,1033290.975,"52228 Debbie Lane
New Davidtown, VT 50549"
68738,4,6,3.44,47445,1084945.4,"71654 Brown Summit Suite 194
Bonillaberg, VT 79693-8592"
74278,7,3,3.42,50234,1365081.178,"9835 Kimberly Street Suite 318
Murphyview, ND 81320-7591"
81281,6,5,4.12,34933,1239459.815,"9117 Abigail Island
West Thomas, ID 72774-3622"
86305,8,7,4.17,37854,2056692.768,"272 King Mountain Suite 538
New Jennifer, NC 65688"
59302,7,6,3.4,25297,1045395.329,"723 Kimberly Common Suite 520
East Nicholashaven, UT 70709"
81385,6,6,2.31,47897,1679204.741,"610 Thomas Way
Martinhaven, TN 31117"
64115,6,7,5.39,34312,1158742.83,"0121 Dana Isle
Lake Kathrynside, OR 02802-5932"
90437,7,8,6.06,13340,1647278.685,"PSC 8841, Box 4711
APO AA 80496-2707"
75941,6,9,5.24,49975,1702090.635,"7426 James Lights Suite 255
Lake Corey, MP 92475-3283"
70103,7,7,3.21,28281,1379386.383,"36939 Christopher Common Apt. 022
Ruizburgh, ND 80482-2594"
69951,5,9,4.04,23734,1358526.741,"474 Anthony Freeway
Port Sharon, AZ 72803"
65736,6,6,3.13,32964,991398.8219,"294 Hunter Pike
West Terri, PR 55185-6417"
53825,6,6,4.42,27373,957117.6472,"5697 Lisa Springs Apt. 927
East Nancyport, HI 76955-3187"
86625,7,6,3.38,42759,1638969.269,"0928 Ritter Manor
Johntown, DC 55876-9213"
69376,5,6,2.15,18226,714142.2407,"PSC 9187, Box 6463
APO AE 06624"
68423,6,4,2.21,13346,760876.0222,"376 Jennifer Orchard
Sandraside, PR 21095-8831"
68721,5,7,2.05,45887,1343537.178,"3605 Kathleen Crescent
South Gary, AL 74671-9718"
70006,5,6,2.27,40325,1056993.649,"09057 Garrett Prairie Suite 802
Lake Leahland, ND 40383-6632"
66615,6,7,4.5,16654,1088222.421,"USS Hayes
FPO AE 34089-4213"
58978,7,8,3.01,44072,1308983.632,"606 Williams Hollow Suite 289
South Travisport, NV 63358"
64539,6,9,3.46,36678,1548322.501,"77662 Francis Vista Suite 479
East Johnshire, GU 21880"
76008,5,8,4.41,39843,1411749.107,"597 Amanda Skyway Suite 015
Johnberg, KS 46247"
87119,7,7,4.17,34672,1601904.357,"377 Kyle Vista
North Laurieberg, WV 02838-1280"
62850,6,7,4.31,37764,1277297.483,"26853 Brown Ferry
Normastad, OH 05696"
66295,6,7,3.31,28112,1061552.022,"7311 Andrew Coves Suite 377
New Rhondastad, NH 31943-6491"
63186,7,7,3.01,40081,1115013.147,"025 Taylor Point
New Kayla, CO 57215-1414"
74256,4,7,3.02,34684,1020842.531,"55447 Ryan Path Apt. 201
Robinhaven, PW 29113-4769"
71668,8,7,4.3,31352,1440961.857,"50776 Harris Stream
Elizabethton, SD 61391"
54476,6,6,2.45,33534,817377.311,"226 Jennifer Isle
Millerville, AS 59657"
85282,7,7,2.47,22888,1381536.934,"5037 Peterson Unions
South Robertstad, CO 27533"
72138,5,9,3.46,38259,1273067.036,"3894 Dunn Crossroad Apt. 849
New Benjamintown, IA 04280"
66113,8,7,6.31,20795,1376714.674,"640 Carlson Tunnel
Port Jimmyhaven, NC 48866"
67047,6,7,2.08,37937,1293746.876,"08575 Kristen Circles
East Lisastad, PA 42221-4091"
89359,6,7,3.46,34064,1750908.224,"505 Adams Walk Suite 510
Aarontown, LA 91877"
50189,7,5,3.3,35044,555811.4067,"8155 Danielle Circles
New Sherimouth, OR 62430"
73120,7,7,5.44,35427,1578829.012,"523 Paula Drive
West Iantown, NV 50432"
67973,5,6,3.22,27865,911202.1683,"8689 Nathan Cape Suite 323
Davidshire, AR 24822"
71740,7,8,5.18,37031,1628751.935,"97852 Julie Ridge
Colemanborough, NC 47602-0807"
67293,6,7,2.11,41838,1245400.955,"40588 Kristi Divide Suite 657
Valerietown, VA 96820-3267"
70243,6,6,2.13,24648,993725.2172,"9702 Stephanie Street Suite 051
New Courtneyhaven, AZ 93784-4192"
78275,5,9,4.08,56300,1816099.138,"889 Michael Springs Apt. 647
South Thomasburgh, MH 33971"
84333,6,9,4.07,33107,1570583.34,"080 Coleman Park
Craigburgh, AS 18489"
79551,7,8,4.05,43637,1626321.321,"4126 Walker Meadows
Lake Derrickton, MD 06453-1751"
79698,4,7,2.29,42046,1262494.287,"5142 Bond Rapids
Spencerhaven, NE 03017"
71189,6,6,3.08,40656,1185226.617,"42039 Ashley Extension
Elizabethhaven, WY 73367"
74605,7,6,3.1,31638,1360329.359,"5577 Merritt Drive
North Brookeside, VA 14645-3679"
71223,5,8,3.37,54678,1350459.116,"USNV Guerrero
FPO AE 55568"
80973,5,7,2.22,48037,1556987.724,"042 Miller Expressway Suite 049
South Breannaborough, VI 77689"
51044,6,8,4.17,37730,886036.1295,"5327 Jack Fords
East Benjaminport, AS 22091-8691"
65067,6,8,6.4,27940,1129613.01,"76952 Powell Road
Scottland, WA 13076-2686"
76260,5,7,3.32,19263,1070240.02,"795 Kendra Summit
Jaredmouth, ND 92571"
